Índice,Nome,Preço,Área,Localização
12374,"Apartamento T3 em Leiria de 112,00 m2",282 500 €,112 m²,"Apartamento para comprar: Pombal, Leiria"
12375,Apartamento T3 em Lagos,562 500 €,"129,05 m²","Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
12376,Apartamento T3 Novo com Piscina e garagem em empreendimen...,550 000 €,"149,80 m²","Apartamento para comprar: Olhão, Faro"
12377,Apartamento T2 com terraço 29.30m2 em Lagos,441 000 €,"94,70 m²","Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
12378,"Apartamento T1+1, no primeiro andar, a 2 minutos da margi...",415 000 €,"96,66 m²","Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12379,Penthouse T4 com piscina privada na Praça de Espanha,2 975 000 €,209 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
12380,Apartamento T3 com varanda e estacionamento perto de Algé...,621 000 €,87 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
12381,Novo empreendimento junto à Ria Formosa e numa cidade sim...,475 000 €,"131,40 m²","Apartamento para comprar: Olhão, Faro"
12382,Apartamento T3 Novo com Piscina e garagem em empreendimen...,475 000 €,"131,40 m²","Apartamento para comprar: Olhão, Faro"
12383,T4 de Luxo - Restelo,1 725 000 €,"241,70 m²","Apartamento para comprar: Belém, Lisboa"
12384,Apartamento T4 para venda,180 000 €,134 m²,"Apartamento para comprar: Nossa Senhora de Fátima, Entroncamento, Santarém"
12385,"Apartamento T3 com varanda em novo empreendimento, Almada",475 000 €,"123,43 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12386,Apartamento T4 para venda,695 000 €,154 m²,"Apartamento para comprar: Benfica, Lisboa"
12387,Apartamento T2 com estacionamento no Areeiro,690 000 €,120 m²,"Apartamento para comprar: Areeiro, Lisboa"
12388,Apartamento turístico de luxo | para viver ou para Investir.,468 500 €,77 m²,"Apartamento para comprar: São Domingos de Benfica, Lisboa"
12389,Penthouse T2 com varanda em novo empreendimento em Tavira,545 397 €,100 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12390,Apartamento T2 com varanda em novo empreendimento em Tavira,367 864 €,116 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12391,Apartamento T2 com varanda em novo empreendimento em Tavira,474 202 €,150 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12392,Apartamento T2 com varanda em novo empreendimento em Tavira,371 629 €,122 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12393,Apartamento T2 com varanda em novo empreendimento em Tavira,367 045 €,119 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12394,Apartamento T2 com varanda em novo empreendimento em Tavira,408 011 €,122 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12395,Penthouse T2 com varanda em novo empreendimento em Tavira,529 329 €,"101,50 m²","Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12396,Penthouse T2 com varanda em novo empreendimento em Tavira,627 277 €,122 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12397,Apartamento T3 com varanda em novo empreendimento em Tavira,467 679 €,155 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12398,Penthouse T2 com varanda em novo empreendimento em Tavira,572 090 €,116 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12399,Penthouse T2 com varanda em novo empreendimento em Tavira,617 575 €,122 m²,"Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12400,Apartamento T3 com Box no Montijo,450 000 €,"145,30 m²","Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
12401,Apartamento T3 com Box no Montijo,460 000 €,"145,30 m²","Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
12402,Apartamento T3 com parqueamento no Montijo,450 000 €,"145,30 m²","Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
12403,"Apartamento T3 Novo em Palmeira, Braga",287 500 €,128 m²,"Apartamento para comprar: Palmeira, Braga"
12404,Apartamento T0+1 no Edifício Lux em Vila Real de Santo An...,220 000 €,46 m²,"Apartamento para comprar: Vila Real de Santo António, Faro"
12405,ANG800 - Apartamento T3 para Venda em Leiria,385 000 €,"107,25 m²","Apartamento para comprar: Leiria, Pousos, Barreira e Cortes, Leiria"
12406,Apartamento T2 em Fernão Ferro,260 000 €,"84,80 m²","Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
12407,Apartamento T3 em Fernão Ferro,340 000 €,"100,80 m²","Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
12408,Apartamento T2 em Fernão Ferro,270 000 €,"84,80 m²","Apartamento para comprar: Fernão Ferro, Seixal, Setúbal"
12409,"Apartamento T2 com varanda em novo empreendimento, Almada",395 000 €,"102,50 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12410,"Apartamento T2 com varanda em novo empreendimento, Almada",392 000 €,"93,60 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12411,"Apartamento T2 com varanda em novo empreendimento, Almada",405 000 €,"105,17 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12412,"Apartamento T2 com varanda em novo empreendimento, Almada",398 000 €,"93,60 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12413,"Apartamento T2 com varanda em novo empreendimento, Almada",385 000 €,"93,60 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12414,"Apartamento T2 com varanda em novo empreendimento, Almada",378 000 €,"93,60 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12415,"Apartamento T2 com varanda em novo empreendimento, Almada",369 000 €,"93,60 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12416,"Apartamento T3 com varanda em novo empreendimento, Almada",485 000 €,"123,42 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12417,"Apartamento T3 com varanda em novo empreendimento, Almada",491 000 €,"125,45 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12418,"Apartamento T3 com varanda em novo empreendimento, Almada",486 000 €,"123,43 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12419,"Apartamento T3 com varanda em novo empreendimento, Almada",515 000 €,"123,42 m²","Apartamento para comprar: Laranjeiro e Feijó, Almada, Setúbal"
12420,Apartamento T3 NOVO com VARANDA em Loures.,445 000 €,136 m²,"Apartamento para comprar: Loures, Lisboa"
12421,"Apartamento T2 em Leiria de 104,00 m2",230 000 €,104 m²,"Apartamento para comprar: Pombal, Leiria"
12422,"Apartamento T2 em Madeira de 94,00 m2",650 000 €,94 m²,"Apartamento para comprar: São Martinho, Funchal, Ilha da Madeira"
12423,"Apartamento T3 em Leiria de 115,00 m2",255 000 €,115 m²,"Apartamento para comprar: Pombal, Leiria"
12424,Apartamento T4 duplex com garagem e 200 metros do metro,167 500 €,131 m²,"Apartamento para comprar: Miranda do Corvo, Coimbra"
12425,Apartamento T0+1 no Edifício Lux em Vila Real de Santo An...,220 000 €,41 m²,"Apartamento para comprar: Vila Real de Santo António, Faro"
12426,Apartamento T2 com parqueamento no empreendimento 'Telhal...,1 111 000 €,"112,65 m²","Apartamento para comprar: Santo António, Lisboa"
12427,"Apartamento T1 com varanda no empreendimento 'Telhal 72',...",792 000 €,"71,10 m²","Apartamento para comprar: Santo António, Lisboa"
12428,"Apartamento novo T2 com 83m2 e uma varanda de 7m2, Porto.",355 000 €,83 m²,"Apartamento para comprar: Campanhã, Porto"
12429,"Apartamento novo T2 com 83m2 e uma varanda de 7m2, Porto.",355 000 €,83 m²,"Apartamento para comprar: Campanhã, Porto"
12430,"Apartamento novo T2 com 83m2 e uma varanda de 7m2, Porto.",355 000 €,83 m²,"Apartamento para comprar: Campanhã, Porto"
12431,"Apartamento novo T2 com 83m2 e uma varanda de 7m2, Porto.",355 000 €,83 m²,"Apartamento para comprar: Campanhã, Porto"
12432,"Apartamento novo T2 com 83m2 e uma varanda de 7m2, Porto.",355 000 €,83 m²,"Apartamento para comprar: Campanhã, Porto"
12433,"Apartamento novo T2 com 94,50m2 situado na rua Quinta Amarela, Porto.",440 000 €,94 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12434,"Apartamento novo T2 com 83m2 e uma varanda de 34m2, Porto.",360 000 €,83 m²,"Apartamento para comprar: Campanhã, Porto"
12435,"Apartamento T2 novo em construção, R/C com 122m2, Ramalde-Porto",445 000 €,122 m²,"Apartamento para comprar: Ramalde, Porto"
12436,Apartamento T1 novo com varanda e garagem ao Polo Universitário,225 000 €,68 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
12437,Apartamento T3 no Empreendimento Melia,440 000 €,163 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
12438,Apartamento T3 no Empreendimento Melia,450 000 €,167 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
12439,Apartamento T4 Empreendimento Living Sea na Foz do Rio Douro,710 000 €,188 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12440,Apartamento T3 Empreendimento Living Sea na Foz do Rio Douro,545 000 €,129 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12441,Apartamento T4 Empreendimento Living Sea na Foz do Rio Douro,710 000 €,188 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12442,"Apartamento T2 + 1 NOVO, Paranhos, Porto",410 000 €,110 m²,"Apartamento para comprar: Paranhos, Porto"
12443,"Apartamento T2 + 1 NOVO, Paranhos, Porto",405 000 €,110 m²,"Apartamento para comprar: Paranhos, Porto"
12444,Apartamento T4 Duplex Foz do Douro,1 600 000 €,322 m²,"Apartamento para comprar: Aldoar, Foz do Douro e Nevogilde, Porto"
12445,T0 Novo c/ Lugar de Garagem na Senhora da Hora (Matosinhos),185 000 €,42 m²,"Apartamento para comprar: São Mamede de Infesta e Senhora da Hora, Matosinhos, Porto"
12446,T3 - com varanda na primeira linha de mar,565 600 €,"138,75 m²","Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12447,Luxuoso apartamento T3 duplex com 259 m2 ao lado da Avenida da Liberda,2 950 000 €,206 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
12448,"Andar de moradia T2 Bairro Novo, perto da praia",165 000 €,61 m²,"Apartamento para comprar: Buarcos e São Julião, Figueira da Foz, Coimbra"
12449,Apartamento T2 108m2 no Parque das Nações com vista para ...,490 000 €,108 m²,"Apartamento para comprar: Parque das Nações, Lisboa"
12450,"Apartamento T1 em Alfama, Lisboa",270 000 €,41 m²,"Apartamento para comprar: São Vicente, Lisboa"
12451,Apartamento T3 Duplex com garagem para 2 lugares,590 000 €,"142,52 m²","Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
12452,Apartamento T3 renovado com varanda vista baía,410 000 €,"131,50 m²","Apartamento para comprar: São Pedro, Funchal, Ilha da Madeira"
12453,T2 c/ Garagem Box em Bessa Leite (Boavista),299 900 €,98 m²,"Apartamento para comprar: Lordelo do Ouro e Massarelos, Porto"
12454,QUARTEIRA - NOVO PROJECTO c/ Apartamentos T4 na PRAIA,1 750 000 €,214 m²,"Apartamento para comprar: Quarteira, Loulé, Faro"
12455,Apartamento T2 totalmente remodelado na Cova da Piedade,209 750 €,66 m²,"Apartamento para comprar: Almada, Cova da Piedade, Pragal e Cacilhas, Almada, Setúbal"
12456,"Apartamento T1 junto ao mar em Quarteira, Algarve",375 000 €,"68,90 m²","Apartamento para comprar: Quarteira, Loulé, Faro"
12457,"T3 em condomínio com vista de mar, Cascais",1 399 000 €,136 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
12458,Apartamento T2 com varanda e garagem em novo empreendimen...,458 900 €,"104,20 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12459,Apartamento T3 duplex com varanda em novo empreendimento ...,635 500 €,"147,10 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12460,Apartamento T3 com varanda e garagem em novo empreendimen...,530 100 €,"127,60 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12461,Apartamento T3 duplex com varanda e garagem em novo empre...,718 900 €,"172,10 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12462,Apartamento T3 duplex com varanda em novo empreendimento ...,783 900 €,"193,50 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12463,Apartamento T3 duplex com varanda em novo empreendimento ...,783 900 €,"193,30 m²","Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12464,Apartamento T1 c/PISCINA,197 000 €,"52,40 m²","Apartamento para comprar: Portimão, Faro"
12465,T3+1 com garagem remodelado junto ao Alma Shopping na Solum,450 000 €,130 m²,"Apartamento para comprar: Santo António dos Olivais, Coimbra"
12466,T2 Novo c/ Lugar de Garagem Centro Gaia (El Corte Inglês),420 000 €,116 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
12467,Apartamento T3 para venda,325 000 €,157 m²,"Apartamento para comprar: Montijo e Afonsoeiro, Montijo, Setúbal"
12468,T4 Dúplex Novo c/ Lugar de Garagem Centro Gaia (El Corte Inglês),795 000 €,184 m²,"Apartamento para comprar: Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto"
12469,T2 Novo c/ Lugar de Garagem em Canidelo,290 000 €,88 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12470,T0 com Licença AL - Cedofeita,295 000 €,47 m²,"Apartamento para comprar: Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto"
12471,Apartamento T1+1 no Edifício Lux em Vila Real de Santo An...,290 000 €,73 m²,"Apartamento para comprar: Vila Real de Santo António, Faro"
12472,Apartamento T3 com garagem e arrecadação nos Jardins da Parede,695 000 €,115 m²,"Apartamento para comprar: Carcavelos e Parede, Cascais, Lisboa"
12473,"Bairro do Liceu, 4 assoalhadas com parqueamento e arrecadação",295 000 €,116 m²,"Apartamento para comprar: Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal"
12474,"Apartamento T2 de luxo em condomínio fechado, Canidelo",600 000 €,131 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12475,Apartamento T3 com parqueamento e arrecadação no prestigi...,295 000 €,116 m²,"Apartamento para comprar: Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça), Setúbal"
12476,T4 de Luxo - Restelo,1 625 000 €,"241,70 m²","Apartamento para comprar: Belém, Lisboa"
12477,Apartamento T3 NOVO - Monserrate,272 000 €,"136,54 m²","Apartamento para comprar: Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo"
12478,"Apartamento T1+1, no Rés-do-Chão, a 2 minutos da marginal...",335 000 €,"66,82 m²","Apartamento para comprar: Conceição e Cabanas de Tavira, Tavira, Faro"
12479,"Apartamento T3 de luxo em condomínio fechado, Canidelo",1 000 000 €,169 m²,"Apartamento para comprar: Canidelo, Vila Nova de Gaia, Porto"
12480,Apartamento T3 com varanda e estacionamento perto de Algé...,589 000 €,88 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
12481,Apartamento T3 Novo com Piscina e garagem em empreendimen...,480 000 €,"133,95 m²","Apartamento para comprar: Olhão, Faro"
12482,Novo empreendimento junto à Ria Formosa e numa cidade sim...,555 000 €,"163,70 m²","Apartamento para comprar: Olhão, Faro"
12483,Apartamento T3 com terraço e garagem entre Monsanto e Miraflores,789 353 €,"123,33 m²","Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
12484,Apartamento T2 com terraço 38.10m2 em Lagos,531 000 €,"97,70 m²","Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
12485,"Apartamento T3, Porto",1 100 000 €,268 m²,"Apartamento para comprar: Aldoar, Foz do Douro e Nevogilde, Porto"
12486,Apartamento T3 em Lisboa Moderno com Garagem e Jardim,885 000 €,156 m²,"Apartamento para comprar: Areeiro, Lisboa"
12487,"Apartamento T2 em Lisboa de Luxo com Piscina, Ginásio e G...",790 000 €,110 m²,"Apartamento para comprar: Santo António, Lisboa"
12488,Apartamento T2 no centro de Barcelos,240 000 €,110 m²,"Apartamento para comprar: Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro), Barcelos, Braga"
12489,"Apartamentos NOVOS situados na Torre da Marinha, em prédi...",330 000 €,100 m²,"Apartamento para comprar: Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal"
12490,"Apartamento T3 em Lisboa com Terraço e Piscina Privada, G...",1 350 000 €,"174,14 m²","Apartamento para comprar: Areeiro, Lisboa"
12491,"Apartamento T2 em Madeira de 124,00 m2",720 000 €,124 m²,"Apartamento para comprar: São Martinho, Funchal, Ilha da Madeira"
12492,Apartamentos T2 e T3 novos a estrear em Portimão,290 000 €,70 m²,"Apartamento para comprar: Portimão, Faro"
12493,"Apartamento Seminovo T1+1 , perto das Praias e da Ria de Alvor , próx",280 000 €,72 m²,"Apartamento para comprar: Alvor, Portimão, Faro"
12494,Apartamento T5 para venda,4 800 000 €,"274,23 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12495,Apartamento T3 para venda,2 050 000 €,"161,50 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12496,Apartamento T3 para venda,1 900 000 €,"161,50 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12497,Apartamento T4 para venda,3 300 000 €,"195,94 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12498,Apartamento T5 para venda,4 800 000 €,"274,23 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12499,Apartamento T5 para venda,4 500 000 €,"279,69 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12500,Apartamento T5 para venda,4 300 000 €,"261,20 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12501,"Apartamento, T3 na Urb. Quinta da Flamenga à estrear.",340 000 €,118 m²,"Apartamento para comprar: Vialonga, Vila Franca de Xira, Lisboa"
12502,"Apartamento, T3 na Urb. Quinta da Flamenga à estrear.",320 000 €,118 m²,"Apartamento para comprar: Vialonga, Vila Franca de Xira, Lisboa"
12503,Apartamento T5 para venda,4 300 000 €,"274,10 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12504,Apartamento T4 para venda,3 000 000 €,"195,94 m²","Apartamento para comprar: Parque das Nações, Lisboa"
12505,"Apartamento T1 no Bairro do Rosário, em Cascais",435 000 €,87 m²,"Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
12506,APARTAMENTO T3 TOTALMENTE REMODELADO NO CENTRO CASCAIS - ...,749 000 €,"97,20 m²","Apartamento para comprar: Cascais e Estoril, Cascais, Lisboa"
12507,"Apartamento T1, totalmente remodelado, com varanda e logradouro.",285 000 €,62 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
12508,"Apartamento T1, totalmente remodelado, Carnaxide.",285 000 €,62 m²,"Apartamento para comprar: Carnaxide e Queijas, Oeiras, Lisboa"
12509,Apartamento T2 situado na Penha de França.,345 000 €,"64,21 m²","Apartamento para comprar: Arroios, Lisboa"
12510,Apartamento T4 em plena Baixa Lisboeta,850 000 €,140 m²,"Apartamento para comprar: Santa Maria Maior, Lisboa"
12511,T4 de Luxo - Restelo,1 375 000 €,"241,70 m²","Apartamento para comprar: Belém, Lisboa"
12512,"Apartamento T3 com garagem, Cerveira Premium",375 000 €,124 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12513,"Apartamento T3 com garagem, Cerveira Premium",375 000 €,124 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12514,"Apartamento T3 com garagem, Cerveira Premium",289 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12515,"Apartamento T3 com garagem, Cerveira Premium",375 000 €,124 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12516,"Apartamento T3 com garagem, Cerveira Premium",289 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12517,"Apartamento T3 com garagem, Cerveira Premium",289 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12518,"Apartamento T3 com garagem, Cerveira Premium",289 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12519,"Apartamento T3 com garagem, Cerveira Premium",269 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12520,"Apartamento T3 com garagem, Cerveira Premium",269 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12521,"Apartamento T3 com garagem, Cerveira Premium",269 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12522,"Apartamento T3 com garagem, Cerveira Premium",264 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12523,"Apartamento T3 com garagem, Cerveira Premium",264 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12524,"Apartamento T3 com garagem, Cerveira Premium",274 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12525,"Apartamento T3 com garagem, Cerveira Premium",264 000 €,117 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12526,"Apartamento T2 com garagem, Cerveira Premium",350 000 €,110 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12527,"Apartamento T2 com garagem, Cerveira Premium",225 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12528,"Apartamento T2 com garagem, Cerveira Premium",215 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12529,"Apartamento T2 com garagem, Cerveira Premium",225 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12530,"Apartamento T2 com garagem, Cerveira Premium",210 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12531,"Apartamento T2 com garagem, Cerveira Premium",210 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12532,"Apartamento T2 com garagem, Cerveira Premium",210 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12533,"Apartamento T2 com garagem, Cerveira Premium",210 000 €,82 m²,"Apartamento para comprar: Vila Nova de Cerveira e Lovelhe, Vila Nova de Cerveira, Viana do Castelo"
12534,"Apartamento T2 em Faro de 86,00 m2",225 000 €,86 m²,"Apartamento para comprar: Faro (Sé e São Pedro), Faro"
12535,Excelente Apartamento T2 em Condomínio Fechado em Valongo,192 500 €,96 m²,"Apartamento para comprar: Valongo, Porto"
12536,Apartamento T3 para venda,245 000 €,167 m²,"Apartamento para comprar: Alenquer (Santo Estêvão e Triana), Alenquer, Lisboa"
12537,Novo empreendimento junto à Ria Formosa e numa cidade sim...,550 000 €,"163,70 m²","Apartamento para comprar: Olhão, Faro"
12538,"Apartamento T2 com varanda e garagem na Praça de Espanha,...",777 000 €,98 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
12539,Apartamento T3 com varanda e estacionamento na Praça de E...,922 000 €,121 m²,"Apartamento para comprar: Avenidas Novas, Lisboa"
12540,Apartamento T2 com terraço 38.10m2 em Lagos,495 000 €,"97,70 m²","Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
12541,Apartamento T3 com varanda e estacionamento perto de Algé...,613 000 €,89 m²,"Apartamento para comprar: Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Oeiras, Lisboa"
12542,Apartamento T2 em Condomínio com Piscina .,300 972 €,103 m²,"Apartamento para comprar: Quelfes, Olhão, Faro"
12543,Apartamento T2 com terraço 38.10m2 em Lagos,495 000 €,"97,70 m²","Apartamento para comprar: São Gonçalo de Lagos, Lagos, Faro"
12544,Apartamento T3 NOVO - Monserrate,269 500 €,"136,54 m²","Apartamento para comprar: Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo"
12545,Apartamento T2 Novo com Piscina e garagem em empreendimen...,475 000 €,"135,30 m²","Apartamento para comprar: Olhão, Faro"
12546,Varandas do Vouga,169 500 €,62 m²,"Apartamento para comprar: Valongo do Vouga, Águeda, Aveiro"
12547,T5 transformado em T3 em Sto Antônio,470 000 €,110 m²,"Apartamento para comprar: Arroios, Lisboa"
12548,Apartamento T2 - Totalmente Remodelado -Quinta Serrado- M...,187 500 €,62 m²,"Apartamento para comprar: Caparica e Trafaria, Almada, Setúbal"
12549,"Apartamento T2 em Faro de 82,00 m2",260 000 €,82 m²,"Apartamento para comprar: Alcantarilha e Pêra, Silves, Faro"
12550,Apartamento T2 com piscina na Condomínio Vila Nova em Arm...,495 000 €,"114,50 m²","Apartamento para comprar: Armação de Pêra, Silves, Faro"
12551,Estabelecimento comercial transformado em apartamento T2 ...,250 000 €,74 m²,"Apartamento para comprar: Quarteira, Loulé, Faro"
12552,"Apartamento T3 com vista mar, Ajuda, Funchal, Madeira",649 000 €,146 m²,"Apartamento para comprar: São Martinho, Funchal, Ilha da Madeira"
12553,Apartamento T3 inserido em condomínio mantendo a sua orig...,1 290 000 €,"167,52 m²","Apartamento para comprar: Penha de França, Lisboa"
12554,"Apartamento T2 e T3 Junto Ao Mercado, Fundão",190 000 €,"103,40 m²","Apartamento para comprar: Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo, Fundão, Castelo Branco"
12555,"Apartamento T2 e T3 Junto Ao Mercado, Fundão",155 000 €,"72,10 m²","Apartamento para comprar: Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo, Fundão, Castelo Branco"
12556,"Apartamento T2 e T3 Junto Ao Mercado, Fundão",160 000 €,"96,90 m²","Apartamento para comprar: Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo, Fundão, Castelo Branco"
